task,dataset,model,metric,value
Question Answering,bbh_navigate,tess-v2-5-2-qwen2-72b,accuracy_norm,0.7479999999999999
Question Answering,bbh_object_counting,tess-v2-5-2-qwen2-72b,accuracy_norm,0.492
Question Answering,bbh_penguins_in_a_table,tess-v2-5-2-qwen2-72b,accuracy_norm,0.6301369863013698
Question Answering,bbh_reasoning_about_colored_objects,tess-v2-5-2-qwen2-72b,accuracy_norm,0.7479999999999999
Question Answering,bbh_ruin_names,tess-v2-5-2-qwen2-72b,accuracy_norm,0.9
Question Answering,bbh_salient_translation_error_detection,tess-v2-5-2-qwen2-72b,accuracy_norm,0.58
Question Answering,bbh_snarks,tess-v2-5-2-qwen2-72b,accuracy_norm,0.8258426966292135
Question Answering,bbh_sports_understanding,tess-v2-5-2-qwen2-72b,accuracy_norm,0.84
Question Answering,bbh_temporal_sequences,tess-v2-5-2-qwen2-72b,accuracy_norm,0.968
Question Answering,bbh_tracking_shuffled_objects_five_objects,tess-v2-5-2-qwen2-72b,accuracy_norm,0.24
Question Answering,bbh_tracking_shuffled_objects_seven_objects,tess-v2-5-2-qwen2-72b,accuracy_norm,0.204
Question Answering,bbh_tracking_shuffled_objects_three_objects,tess-v2-5-2-qwen2-72b,accuracy_norm,0.328
Question Answering,bbh_web_of_lies,tess-v2-5-2-qwen2-72b,accuracy_norm,0.504
Question Answering,gpqa,tess-v2-5-2-qwen2-72b,accuracy_norm,0.3506711409395973
Question Answering,gpqa_diamond,tess-v2-5-2-qwen2-72b,accuracy_norm,0.3484848484848484
Question Answering,gpqa_extended,tess-v2-5-2-qwen2-72b,accuracy_norm,0.3315018315018315
Question Answering,GPQA,tess-v2-5-2-qwen2-72b,accuracy_norm,0.375
Question Answering,math_algebra_hard,tess-v2-5-2-qwen2-72b,exact_match,0.512486427795874
Question Answering,math_counting_and_prob_hard,tess-v2-5-2-qwen2-72b,exact_match,0.2357723577235772
Question Answering,math_geometry_hard,tess-v2-5-2-qwen2-72b,exact_match,0.1414141414141414
Question Answering,math_hard,tess-v2-5-2-qwen2-72b,exact_match,0.2807150050352467
Question Answering,math_intermediate_algebra_hard,tess-v2-5-2-qwen2-72b,exact_match,0.1035714285714285
Question Answering,math_num_theory_hard,tess-v2-5-2-qwen2-72b,exact_match,0.2467532467532467
Question Answering,math_prealgebra_hard,tess-v2-5-2-qwen2-72b,exact_match,0.4870466321243523
Question Answering,math_precalculus_hard,tess-v2-5-2-qwen2-72b,exact_match,0.1061728395061728
Question Answering,MMLU-Pro,tess-v2-5-2-qwen2-72b,accuracy,0.5561003989361702
Question Answering,musr,tess-v2-5-2-qwen2-72b,accuracy_norm,0.4179894179894179
Question Answering,musr_murder_mysteries,tess-v2-5-2-qwen2-72b,accuracy_norm,0.54
Question Answering,musr_object_placements,tess-v2-5-2-qwen2-72b,accuracy_norm,0.3125
Question Answering,musr_team_allocation,tess-v2-5-2-qwen2-72b,accuracy_norm,0.4040000000000001
Question Answering,Big-bench Hard,text2sql-1-5b,accuracy_norm,0.3825724700572817
Question Answering,bbh_boolean_expressions,text2sql-1-5b,accuracy_norm,0.856
Question Answering,bbh_causal_judgement,text2sql-1-5b,accuracy_norm,0.5401069518716578
Question Answering,bbh_date_understanding,text2sql-1-5b,accuracy_norm,0.46
Question Answering,bbh_disambiguation_qa,text2sql-1-5b,accuracy_norm,0.304
Question Answering,bbh_formal_fallacies,text2sql-1-5b,accuracy_norm,0.488
Question Answering,bbh_geometric_shapes,text2sql-1-5b,accuracy_norm,0.4
Question Answering,bbh_hyperbaton,text2sql-1-5b,accuracy_norm,0.516
Question Answering,bbh_logical_deduction_five_objects,text2sql-1-5b,accuracy_norm,0.304
Question Answering,bbh_logical_deduction_seven_objects,text2sql-1-5b,accuracy_norm,0.288
Question Answering,bbh_logical_deduction_three_objects,text2sql-1-5b,accuracy_norm,0.448
Question Answering,bbh_movie_recommendation,text2sql-1-5b,accuracy_norm,0.42
Question Answering,bbh_navigate,text2sql-1-5b,accuracy_norm,0.512
Question Answering,bbh_object_counting,text2sql-1-5b,accuracy_norm,0.328
Question Answering,bbh_penguins_in_a_table,text2sql-1-5b,accuracy_norm,0.3904109589041096
Question Answering,bbh_reasoning_about_colored_objects,text2sql-1-5b,accuracy_norm,0.276
Question Answering,bbh_ruin_names,text2sql-1-5b,accuracy_norm,0.216
Question Answering,bbh_salient_translation_error_detection,text2sql-1-5b,accuracy_norm,0.28
Question Answering,bbh_snarks,text2sql-1-5b,accuracy_norm,0.5
Question Answering,bbh_sports_understanding,text2sql-1-5b,accuracy_norm,0.504
Question Answering,bbh_temporal_sequences,text2sql-1-5b,accuracy_norm,0.104
Question Answering,bbh_tracking_shuffled_objects_five_objects,text2sql-1-5b,accuracy_norm,0.176
Question Answering,bbh_tracking_shuffled_objects_seven_objects,text2sql-1-5b,accuracy_norm,0.144
Question Answering,bbh_tracking_shuffled_objects_three_objects,text2sql-1-5b,accuracy_norm,0.316
Question Answering,bbh_web_of_lies,text2sql-1-5b,accuracy_norm,0.488
Question Answering,gpqa,text2sql-1-5b,accuracy_norm,0.287751677852349
Question Answering,gpqa_diamond,text2sql-1-5b,accuracy_norm,0.2777777777777778
Question Answering,gpqa_extended,text2sql-1-5b,accuracy_norm,0.2912087912087912
Question Answering,GPQA,text2sql-1-5b,accuracy_norm,0.2879464285714285
Question Answering,math_algebra_hard,text2sql-1-5b,exact_match,0.1433224755700325
Question Answering,math_counting_and_prob_hard,text2sql-1-5b,exact_match,0.056910569105691
Question Answering,math_geometry_hard,text2sql-1-5b,exact_match,0.0454545454545454
Question Answering,math_hard,text2sql-1-5b,exact_match,0.0679758308157099
Question Answering,math_intermediate_algebra_hard,text2sql-1-5b,exact_match,0.0178571428571428
Question Answering,math_num_theory_hard,text2sql-1-5b,exact_match,0.0519480519480519
Question Answering,math_prealgebra_hard,text2sql-1-5b,exact_match,0.0984455958549222
Question Answering,math_precalculus_hard,text2sql-1-5b,exact_match,0.0074074074074074
Question Answering,MMLU-Pro,text2sql-1-5b,accuracy,0.2362865691489361
Question Answering,musr,text2sql-1-5b,accuracy_norm,0.3941798941798942
Question Answering,musr_murder_mysteries,text2sql-1-5b,accuracy_norm,0.536
Question Answering,musr_object_placements,text2sql-1-5b,accuracy_norm,0.38671875
Question Answering,musr_team_allocation,text2sql-1-5b,accuracy_norm,0.26
Question Answering,Big-bench Hard,thalassic-alpha-llama-70b,accuracy_norm,0.692761673320604
Question Answering,bbh_boolean_expressions,thalassic-alpha-llama-70b,accuracy_norm,0.916
Question Answering,bbh_causal_judgement,thalassic-alpha-llama-70b,accuracy_norm,0.7005347593582888
Question Answering,bbh_date_understanding,thalassic-alpha-llama-70b,accuracy_norm,0.72
Question Answering,bbh_disambiguation_qa,thalassic-alpha-llama-70b,accuracy_norm,0.604
Question Answering,bbh_formal_fallacies,thalassic-alpha-llama-70b,accuracy_norm,0.784
Question Answering,bbh_geometric_shapes,thalassic-alpha-llama-70b,accuracy_norm,0.444
Question Answering,bbh_hyperbaton,thalassic-alpha-llama-70b,accuracy_norm,0.716
Question Answering,bbh_logical_deduction_five_objects,thalassic-alpha-llama-70b,accuracy_norm,0.612
Question Answering,bbh_logical_deduction_seven_objects,thalassic-alpha-llama-70b,accuracy_norm,0.616
Question Answering,bbh_logical_deduction_three_objects,thalassic-alpha-llama-70b,accuracy_norm,0.916
Question Answering,bbh_movie_recommendation,thalassic-alpha-llama-70b,accuracy_norm,0.876
Question Answering,bbh_navigate,thalassic-alpha-llama-70b,accuracy_norm,0.672
Question Answering,bbh_object_counting,thalassic-alpha-llama-70b,accuracy_norm,0.72
Question Answering,bbh_penguins_in_a_table,thalassic-alpha-llama-70b,accuracy_norm,0.7397260273972602
Question Answering,bbh_reasoning_about_colored_objects,thalassic-alpha-llama-70b,accuracy_norm,0.756
Question Answering,bbh_ruin_names,thalassic-alpha-llama-70b,accuracy_norm,0.88
Question Answering,bbh_salient_translation_error_detection,thalassic-alpha-llama-70b,accuracy_norm,0.684
Question Answering,bbh_snarks,thalassic-alpha-llama-70b,accuracy_norm,0.7247191011235955
Question Answering,bbh_sports_understanding,thalassic-alpha-llama-70b,accuracy_norm,0.94
Question Answering,bbh_temporal_sequences,thalassic-alpha-llama-70b,accuracy_norm,0.996
Question Answering,bbh_tracking_shuffled_objects_five_objects,thalassic-alpha-llama-70b,accuracy_norm,0.332
Question Answering,bbh_tracking_shuffled_objects_seven_objects,thalassic-alpha-llama-70b,accuracy_norm,0.296
Question Answering,bbh_tracking_shuffled_objects_three_objects,thalassic-alpha-llama-70b,accuracy_norm,0.376
Question Answering,bbh_web_of_lies,thalassic-alpha-llama-70b,accuracy_norm,0.636
Question Answering,gpqa,thalassic-alpha-llama-70b,accuracy_norm,0.4437919463087248
Question Answering,gpqa_diamond,thalassic-alpha-llama-70b,accuracy_norm,0.398989898989899
Question Answering,gpqa_extended,thalassic-alpha-llama-70b,accuracy_norm,0.4249084249084249
Question Answering,GPQA,thalassic-alpha-llama-70b,accuracy_norm,0.4866071428571428
Question Answering,math_algebra_hard,thalassic-alpha-llama-70b,exact_match,0.5635179153094463
Question Answering,math_counting_and_prob_hard,thalassic-alpha-llama-70b,exact_match,0.2682926829268293
Question Answering,math_geometry_hard,thalassic-alpha-llama-70b,exact_match,0.1363636363636363
Question Answering,math_hard,thalassic-alpha-llama-70b,exact_match,0.3153323262839879
Question Answering,math_intermediate_algebra_hard,thalassic-alpha-llama-70b,exact_match,0.0928571428571428
Question Answering,math_num_theory_hard,thalassic-alpha-llama-70b,exact_match,0.2662337662337662
Question Answering,math_prealgebra_hard,thalassic-alpha-llama-70b,exact_match,0.5673575129533679
Question Answering,math_precalculus_hard,thalassic-alpha-llama-70b,exact_match,0.1259259259259259
Question Answering,MMLU-Pro,thalassic-alpha-llama-70b,accuracy,0.543467420212766
Question Answering,musr,thalassic-alpha-llama-70b,accuracy_norm,0.4788359788359788
Question Answering,musr_murder_mysteries,thalassic-alpha-llama-70b,accuracy_norm,0.576
Question Answering,musr_object_placements,thalassic-alpha-llama-70b,accuracy_norm,0.30859375
Question Answering,musr_team_allocation,thalassic-alpha-llama-70b,accuracy_norm,0.556
Question Answering,Big-bench Hard,thebeagle-v2beta-32b-mgs,accuracy_norm,0.6931088352716542
Question Answering,bbh_boolean_expressions,thebeagle-v2beta-32b-mgs,accuracy_norm,0.9222857142857144
Question Answering,bbh_causal_judgement,thebeagle-v2beta-32b-mgs,accuracy_norm,0.6730328495034377
Question Answering,bbh_date_understanding,thebeagle-v2beta-32b-mgs,accuracy_norm,0.7285714285714285
Question Answering,bbh_disambiguation_qa,thebeagle-v2beta-32b-mgs,accuracy_norm,0.6662857142857143
Question Answering,bbh_formal_fallacies,thebeagle-v2beta-32b-mgs,accuracy_norm,0.808
Question Answering,bbh_geometric_shapes,thebeagle-v2beta-32b-mgs,accuracy_norm,0.5857142857142856
Question Answering,bbh_hyperbaton,thebeagle-v2beta-32b-mgs,accuracy_norm,0.8125714285714285
Question Answering,bbh_logical_deduction_five_objects,thebeagle-v2beta-32b-mgs,accuracy_norm,0.6988571428571427
Question Answering,bbh_logical_deduction_seven_objects,thebeagle-v2beta-32b-mgs,accuracy_norm,0.6634285714285715
Question Answering,bbh_logical_deduction_three_objects,thebeagle-v2beta-32b-mgs,accuracy_norm,0.9605714285714286
Question Answering,bbh_movie_recommendation,thebeagle-v2beta-32b-mgs,accuracy_norm,0.6897142857142857
Question Answering,bbh_navigate,thebeagle-v2beta-32b-mgs,accuracy_norm,0.7491428571428571
Question Answering,bbh_object_counting,thebeagle-v2beta-32b-mgs,accuracy_norm,0.4142857142857142
Question Answering,bbh_penguins_in_a_table,thebeagle-v2beta-32b-mgs,accuracy_norm,0.799412915851272
Question Answering,bbh_reasoning_about_colored_objects,thebeagle-v2beta-32b-mgs,accuracy_norm,0.8834285714285715
Question Answering,bbh_ruin_names,thebeagle-v2beta-32b-mgs,accuracy_norm,0.8371428571428571
Question Answering,bbh_salient_translation_error_detection,thebeagle-v2beta-32b-mgs,accuracy_norm,0.6845714285714285
Question Answering,bbh_snarks,thebeagle-v2beta-32b-mgs,accuracy_norm,0.8523274478330658
Question Answering,bbh_sports_understanding,thebeagle-v2beta-32b-mgs,accuracy_norm,0.808
Question Answering,bbh_temporal_sequences,thebeagle-v2beta-32b-mgs,accuracy_norm,0.8845714285714286
Question Answering,bbh_tracking_shuffled_objects_five_objects,thebeagle-v2beta-32b-mgs,accuracy_norm,0.256
Question Answering,bbh_tracking_shuffled_objects_seven_objects,thebeagle-v2beta-32b-mgs,accuracy_norm,0.2857142857142857
Question Answering,bbh_tracking_shuffled_objects_three_objects,thebeagle-v2beta-32b-mgs,accuracy_norm,0.3491428571428571
Question Answering,bbh_web_of_lies,thebeagle-v2beta-32b-mgs,accuracy_norm,0.7068571428571427
Question Answering,gpqa,thebeagle-v2beta-32b-mgs,accuracy_norm,0.3517497603068072
Question Answering,gpqa_diamond,thebeagle-v2beta-32b-mgs,accuracy_norm,0.3499278499278499
Question Answering,gpqa_extended,thebeagle-v2beta-32b-mgs,accuracy_norm,0.3487702773417059
Question Answering,GPQA,thebeagle-v2beta-32b-mgs,accuracy_norm,0.3561862244897959
Question Answering,math_algebra_hard,thebeagle-v2beta-32b-mgs,exact_match,0.3694741740344346
Question Answering,math_counting_and_prob_hard,thebeagle-v2beta-32b-mgs,exact_match,0.2624854819976771
Question Answering,math_geometry_hard,thebeagle-v2beta-32b-mgs,exact_match,0.1461038961038961
Question Answering,math_hard,thebeagle-v2beta-32b-mgs,exact_match,0.2497842037116961
Question Answering,math_intermediate_algebra_hard,thebeagle-v2beta-32b-mgs,exact_match,0.1112244897959183
Question Answering,math_num_theory_hard,thebeagle-v2beta-32b-mgs,exact_match,0.2884972170686457
Question Answering,math_prealgebra_hard,thebeagle-v2beta-32b-mgs,exact_match,0.3560325684678016
Question Answering,math_precalculus_hard,thebeagle-v2beta-32b-mgs,exact_match,0.1587301587301587
Question Answering,MMLU-Pro,thebeagle-v2beta-32b-mgs,accuracy,0.5815681990881458
Question Answering,musr,thebeagle-v2beta-32b-mgs,accuracy_norm,0.4572940287226001
Question Answering,musr_murder_mysteries,thebeagle-v2beta-32b-mgs,accuracy_norm,0.6142857142857142
Question Answering,musr_object_placements,thebeagle-v2beta-32b-mgs,accuracy_norm,0.3130580357142857
Question Answering,musr_team_allocation,thebeagle-v2beta-32b-mgs,accuracy_norm,0.448
Question Answering,Big-bench Hard,thesalt-l3-8b-v0-3-2,accuracy_norm,0.2933518486373893
Question Answering,bbh_boolean_expressions,thesalt-l3-8b-v0-3-2,accuracy_norm,0.46
Question Answering,bbh_causal_judgement,thesalt-l3-8b-v0-3-2,accuracy_norm,0.5187165775401069
Question Answering,bbh_date_understanding,thesalt-l3-8b-v0-3-2,accuracy_norm,0.2
Question Answering,bbh_disambiguation_qa,thesalt-l3-8b-v0-3-2,accuracy_norm,0.3
Question Answering,bbh_formal_fallacies,thesalt-l3-8b-v0-3-2,accuracy_norm,0.468
Question Answering,bbh_geometric_shapes,thesalt-l3-8b-v0-3-2,accuracy_norm,0.084
Question Answering,bbh_hyperbaton,thesalt-l3-8b-v0-3-2,accuracy_norm,0.516
Question Answering,bbh_logical_deduction_five_objects,thesalt-l3-8b-v0-3-2,accuracy_norm,0.184
Question Answering,bbh_logical_deduction_seven_objects,thesalt-l3-8b-v0-3-2,accuracy_norm,0.152
Question Answering,bbh_logical_deduction_three_objects,thesalt-l3-8b-v0-3-2,accuracy_norm,0.336
Question Answering,bbh_movie_recommendation,thesalt-l3-8b-v0-3-2,accuracy_norm,0.252
Question Answering,bbh_navigate,thesalt-l3-8b-v0-3-2,accuracy_norm,0.42
Question Answering,bbh_object_counting,thesalt-l3-8b-v0-3-2,accuracy_norm,0.0
Question Answering,bbh_penguins_in_a_table,thesalt-l3-8b-v0-3-2,accuracy_norm,0.2397260273972602
Question Answering,bbh_reasoning_about_colored_objects,thesalt-l3-8b-v0-3-2,accuracy_norm,0.172
Question Answering,bbh_ruin_names,thesalt-l3-8b-v0-3-2,accuracy_norm,0.228
Question Answering,bbh_salient_translation_error_detection,thesalt-l3-8b-v0-3-2,accuracy_norm,0.12
Question Answering,bbh_snarks,thesalt-l3-8b-v0-3-2,accuracy_norm,0.4606741573033708
Question Answering,bbh_sports_understanding,thesalt-l3-8b-v0-3-2,accuracy_norm,0.548
Question Answering,bbh_temporal_sequences,thesalt-l3-8b-v0-3-2,accuracy_norm,0.26
Question Answering,bbh_tracking_shuffled_objects_five_objects,thesalt-l3-8b-v0-3-2,accuracy_norm,0.208
Question Answering,bbh_tracking_shuffled_objects_seven_objects,thesalt-l3-8b-v0-3-2,accuracy_norm,0.152
Question Answering,bbh_tracking_shuffled_objects_three_objects,thesalt-l3-8b-v0-3-2,accuracy_norm,0.332
Question Answering,bbh_web_of_lies,thesalt-l3-8b-v0-3-2,accuracy_norm,0.512
Question Answering,gpqa,thesalt-l3-8b-v0-3-2,accuracy_norm,0.2659395973154362
Question Answering,gpqa_diamond,thesalt-l3-8b-v0-3-2,accuracy_norm,0.2878787878787879
Question Answering,gpqa_extended,thesalt-l3-8b-v0-3-2,accuracy_norm,0.2875457875457875
Question Answering,GPQA,thesalt-l3-8b-v0-3-2,accuracy_norm,0.2299107142857142
Question Answering,math_algebra_hard,thesalt-l3-8b-v0-3-2,exact_match,0.0618892508143322
Question Answering,math_counting_and_prob_hard,thesalt-l3-8b-v0-3-2,exact_match,0.016260162601626
Question Answering,math_geometry_hard,thesalt-l3-8b-v0-3-2,exact_match,0.0252525252525252
Question Answering,math_hard,thesalt-l3-8b-v0-3-2,exact_match,0.040281973816717
Question Answering,math_intermediate_algebra_hard,thesalt-l3-8b-v0-3-2,exact_match,0.0095238095238095
Question Answering,math_num_theory_hard,thesalt-l3-8b-v0-3-2,exact_match,0.0389610389610389
Question Answering,math_prealgebra_hard,thesalt-l3-8b-v0-3-2,exact_match,0.0967184801381692
Question Answering,math_precalculus_hard,thesalt-l3-8b-v0-3-2,exact_match,0.0123456790123456
Question Answering,MMLU-Pro,thesalt-l3-8b-v0-3-2,accuracy,0.1139461436170212
Question Answering,musr,thesalt-l3-8b-v0-3-2,accuracy_norm,0.3888888888888889
Question Answering,musr_murder_mysteries,thesalt-l3-8b-v0-3-2,accuracy_norm,0.52
Question Answering,musr_object_placements,thesalt-l3-8b-v0-3-2,accuracy_norm,0.296875
Question Answering,musr_team_allocation,thesalt-l3-8b-v0-3-2,accuracy_norm,0.352
Question Answering,Big-bench Hard,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.4266620378406526
Question Answering,bbh_boolean_expressions,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.792
Question Answering,bbh_causal_judgement,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.5294117647058824
Question Answering,bbh_date_understanding,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.468
Question Answering,bbh_disambiguation_qa,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.304
Question Answering,bbh_formal_fallacies,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.552
Question Answering,bbh_geometric_shapes,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.308
Question Answering,bbh_hyperbaton,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.728
Question Answering,bbh_logical_deduction_five_objects,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.412
Question Answering,bbh_logical_deduction_seven_objects,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.32
Question Answering,bbh_logical_deduction_three_objects,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.46
Question Answering,bbh_movie_recommendation,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.656
Question Answering,bbh_navigate,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.584
Question Answering,bbh_object_counting,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.512
Question Answering,bbh_penguins_in_a_table,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.3356164383561644
Question Answering,bbh_reasoning_about_colored_objects,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.34
Question Answering,bbh_ruin_names,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.304
Question Answering,bbh_salient_translation_error_detection,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.388
Question Answering,bbh_snarks,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.5224719101123596
Question Answering,bbh_sports_understanding,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.504
Question Answering,bbh_temporal_sequences,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.152
Question Answering,bbh_tracking_shuffled_objects_five_objects,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.172
Question Answering,bbh_tracking_shuffled_objects_seven_objects,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.116
Question Answering,bbh_tracking_shuffled_objects_three_objects,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.308
Question Answering,bbh_web_of_lies,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.488
Question Answering,gpqa,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.2768456375838926
Question Answering,gpqa_diamond,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.2727272727272727
Question Answering,gpqa_extended,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.2802197802197802
Question Answering,GPQA,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.2745535714285714
Question Answering,math_algebra_hard,thinker-llama-3-2-3b-instruct-reasoning,exact_match,0.1824104234527687
Question Answering,math_counting_and_prob_hard,thinker-llama-3-2-3b-instruct-reasoning,exact_match,0.056910569105691
Question Answering,math_geometry_hard,thinker-llama-3-2-3b-instruct-reasoning,exact_match,0.0151515151515151
Question Answering,math_hard,thinker-llama-3-2-3b-instruct-reasoning,exact_match,0.0876132930513595
Question Answering,math_intermediate_algebra_hard,thinker-llama-3-2-3b-instruct-reasoning,exact_match,0.0071428571428571
Question Answering,math_num_theory_hard,thinker-llama-3-2-3b-instruct-reasoning,exact_match,0.0714285714285714
Question Answering,math_prealgebra_hard,thinker-llama-3-2-3b-instruct-reasoning,exact_match,0.1658031088082901
Question Answering,math_precalculus_hard,thinker-llama-3-2-3b-instruct-reasoning,exact_match,0.0444444444444444
Question Answering,MMLU-Pro,thinker-llama-3-2-3b-instruct-reasoning,accuracy,0.2886469414893617
Question Answering,musr,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.365079365079365
Question Answering,musr_murder_mysteries,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.54
Question Answering,musr_object_placements,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.30859375
Question Answering,musr_team_allocation,thinker-llama-3-2-3b-instruct-reasoning,accuracy_norm,0.248
Question Answering,Big-bench Hard,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.3278944627668807
Question Answering,bbh_boolean_expressions,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.688
Question Answering,bbh_causal_judgement,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.4438502673796791
Question Answering,bbh_date_understanding,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.312
Question Answering,bbh_disambiguation_qa,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.336
Question Answering,bbh_formal_fallacies,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.468
Question Answering,bbh_geometric_shapes,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.1
Question Answering,bbh_hyperbaton,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.596
Question Answering,bbh_logical_deduction_five_objects,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.176
Question Answering,bbh_logical_deduction_seven_objects,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.172
Question Answering,bbh_logical_deduction_three_objects,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.352
Question Answering,bbh_movie_recommendation,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.484
Question Answering,bbh_navigate,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.568
Question Answering,bbh_object_counting,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.256
Question Answering,bbh_penguins_in_a_table,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.2534246575342466
Question Answering,bbh_reasoning_about_colored_objects,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.168
Question Answering,bbh_ruin_names,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.128
Question Answering,bbh_salient_translation_error_detection,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.136
Question Answering,bbh_snarks,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.4438202247191011
Question Answering,bbh_sports_understanding,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.492
Question Answering,bbh_temporal_sequences,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.132
Question Answering,bbh_tracking_shuffled_objects_five_objects,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.204
Question Answering,bbh_tracking_shuffled_objects_seven_objects,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.148
Question Answering,bbh_tracking_shuffled_objects_three_objects,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.352
Question Answering,bbh_web_of_lies,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.492
Question Answering,gpqa,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.285234899328859
Question Answering,gpqa_diamond,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.3181818181818182
Question Answering,gpqa_extended,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.2875457875457875
Question Answering,GPQA,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.2678571428571428
Question Answering,math_algebra_hard,thinker-qwen2-5-0-5b-instruct-reasoning,exact_match,0.0276872964169381
Question Answering,math_counting_and_prob_hard,thinker-qwen2-5-0-5b-instruct-reasoning,exact_match,0.008130081300813
Question Answering,math_geometry_hard,thinker-qwen2-5-0-5b-instruct-reasoning,exact_match,0.0037878787878787
Question Answering,math_hard,thinker-qwen2-5-0-5b-instruct-reasoning,exact_match,0.0166163141993957
Question Answering,math_intermediate_algebra_hard,thinker-qwen2-5-0-5b-instruct-reasoning,exact_match,0.0107142857142857
Question Answering,math_num_theory_hard,thinker-qwen2-5-0-5b-instruct-reasoning,exact_match,0.0162337662337662
Question Answering,math_prealgebra_hard,thinker-qwen2-5-0-5b-instruct-reasoning,exact_match,0.0284974093264248
Question Answering,math_precalculus_hard,thinker-qwen2-5-0-5b-instruct-reasoning,exact_match,0.0074074074074074
Question Answering,MMLU-Pro,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy,0.1647273936170212
Question Answering,musr,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.3373015873015873
Question Answering,musr_murder_mysteries,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.508
Question Answering,musr_object_placements,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.22265625
Question Answering,musr_team_allocation,thinker-qwen2-5-0-5b-instruct-reasoning,accuracy_norm,0.284
Question Answering,Big-bench Hard,thinker-smollm2-135m-instruct-reasoning,accuracy_norm,0.3042874500954695
