model,base_model,finetuned_dataset,eval_accuracy,task_type,learning_rate,batch_size,num_epochs,created_at,last_modified,license,downloads
imsarfaroz/fine-tuned-albert-emotion,albert-base-v2,emotion,0.9305,sequence_classification,2e-05,16,2.0,,2024-03-07T23:19:19.000Z,,3
mwarchalowski/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.94,sequence_classification,2e-05,64,4.0,,2024-03-10T04:24:42.000Z,,3
Rahul13/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.938,sequence_classification,2e-05,64,8.0,,2024-03-19T10:00:41.000Z,,3
0xcynyx/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9205,sequence_classification,2e-05,64,2.0,,2024-03-21T07:59:58.000Z,,3
DeekshithaKumariPrabhakar/finetuning-emotion-model,distilbert-base-uncased,emotion,0.943,sequence_classification,2e-05,64,10.0,,2024-03-21T16:57:15.000Z,,3
0xcynyx/distilbert-base-uncased-finetuned-emotions,distilbert-base-uncased,emotion,0.9275,sequence_classification,2e-05,64,2.0,,2024-03-22T09:34:39.000Z,,3
anishhguptaa/bert-base-uncased-emotions,bert-base-uncased,emotion,0.938,sequence_classification,1e-05,64,12.0,,2024-03-29T10:42:05.000Z,,3
SORABE/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.934,sequence_classification,2e-05,64,2.0,,2024-04-04T09:03:00.000Z,,3
fyl1/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9285,sequence_classification,2e-05,64,2.0,,2024-04-07T08:28:09.000Z,,3
2hab/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.929,sequence_classification,2e-05,64,2.0,,2024-04-08T08:00:27.000Z,,3
taoyoung/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.927,sequence_classification,2e-05,64,2.0,,2024-04-15T07:25:11.000Z,,3
Laddoo/roberta-base-go_emotions,distilbert-base-uncased,emotion,0.9375,sequence_classification,5e-05,64,2.0,,2024-04-24T21:10:14.000Z,,3
MasonSchmit/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9335,sequence_classification,2e-05,64,2.0,,2024-05-06T03:03:14.000Z,,3
DeeOrion/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.922,sequence_classification,2e-05,64,2.0,,2024-05-06T01:33:43.000Z,,3
placeo/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9245,sequence_classification,2e-05,64,2.0,,2024-05-07T07:29:49.000Z,,3
jachs182/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9255,sequence_classification,2e-05,64,2.0,,2024-05-12T04:22:58.000Z,,3
ucuncubayram/distilbert-emotion,distilbert-base-uncased,emotion,0.932,sequence_classification,5e-05,128,2.0,,2024-05-12T11:53:33.000Z,,3
robercg33/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.921,sequence_classification,2e-05,64,2.0,,2024-05-12T18:15:32.000Z,,3
ademakyol/distilbert-emotion,distilbert-base-uncased,emotion,0.935,sequence_classification,5e-05,128,2.0,,2024-05-12T22:29:51.000Z,,3
TCurran4589/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9275,sequence_classification,2e-05,64,2.0,,2024-05-15T04:36:15.000Z,,3
pjchardt/emotion-endpoint-test,distilbert-base-uncased,emotion,,sequence_classification,,,,,2024-05-15T19:35:43.000Z,,3
forwarder1121/results,distilbert-base-uncased,emotion,,sequence_classification,2e-05,16,3.0,,2024-05-28T06:00:25.000Z,,3
jpgacrama/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9355,sequence_classification,2e-05,64,2.0,,2024-05-29T06:07:26.000Z,,3
siddharthsingh5010/distilbert-base-uncased-finetuned-emotions,distilbert-base-uncased,emotion,0.8945,sequence_classification,2e-05,128,2.0,,2024-05-28T20:49:10.000Z,,3
uaevuon/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9225,sequence_classification,2e-05,64,2.0,,2024-05-29T04:50:59.000Z,,3
Saranghae/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.927,sequence_classification,2e-05,64,2.0,,2024-05-30T12:28:32.000Z,,3
jelacicedin/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9245,sequence_classification,2e-05,64,2.0,,2024-06-07T13:02:39.000Z,,3
hyungyuseo/results,distilbert-base-uncased,emotion,,sequence_classification,2e-05,16,1.0,,2024-06-01T08:25:41.000Z,,3
hcy5561/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9275,sequence_classification,2e-05,64,2.0,,2024-06-23T10:24:12.000Z,,3
aftabnaveed/all-MiniLM-L6-v2-finetuned-emotion,bert-base-uncased,emotion,0.739,sequence_classification,2e-05,64,2.0,,2024-06-13T15:04:01.000Z,,3
hyeming00/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.925,sequence_classification,2e-05,64,2.0,,2024-06-19T05:43:12.000Z,,3
Ashkanero/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.926,sequence_classification,2e-05,64,2.0,,2024-06-20T22:33:26.000Z,,3
yashcfc/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.924,sequence_classification,2e-05,64,2.0,,2024-06-21T05:48:28.000Z,,3
jinesh90/emotion_distilbert_finetuned_emotion_classifier_jinesh,distilbert-base-uncased,emotion,0.9265,sequence_classification,2e-05,64,2.0,,2024-06-24T02:13:42.000Z,,3
erik-engelhardt/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.92,sequence_classification,2e-05,64,2.0,,2024-06-26T16:05:35.000Z,,3
5to9/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9295,sequence_classification,2e-05,64,2.0,,2024-07-09T10:03:47.000Z,,3
JakeClark/distilbert-base-uncased-finetuned-emotions,distilbert-base-uncased,emotion,,sequence_classification,2e-05,64,30.0,,2024-07-19T04:30:37.000Z,,3
DanielGM/distilbert-emotion,distilbert-base-uncased,emotion,0.94,sequence_classification,5e-05,64,2.0,,2024-07-16T01:16:07.000Z,,3
Eze-Mz/robertuito-emotion-analysis-finetuned-emotion,roberta-base,emotion,0.8655,sequence_classification,2e-05,64,2.0,,2024-07-26T04:23:56.000Z,,3
JJWariror/distilbert-base-uncased-finetuned-emotions,distilbert-base-uncased,emotion,0.927,sequence_classification,2e-05,64,2.0,,2024-07-31T19:35:31.000Z,,3
Bowenroom/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.923,sequence_classification,2e-05,64,2.0,,2024-08-04T14:33:51.000Z,,3
agoor97/distilbert-base-uncased-finetuned-emotions-DEPI,distilbert-base-uncased,emotion,0.9395,sequence_classification,2e-05,32,10.0,,2024-08-15T18:25:34.000Z,,3
duyb2207513/distilbert-emotion,distilbert-base-uncased,emotion,,sequence_classification,,,,,2026-05-07T07:01:24.000Z,,3
lewtun/distilbert-base-uncased-finetuned-emotion-test-01,distilbert-base-uncased,emotion,0.39,sequence_classification,2e-05,64,2.0,,2022-01-14T10:29:26.000Z,,2
marcelcastrobr/sagemaker-distilbert-emotion-2,distilbert-base-uncased,emotion,0.9315,sequence_classification,3e-05,32,3.0,,2021-11-19T13:19:22.000Z,,2
marcelcastrobr/sagemaker-distilbert-emotion,distilbert-base-uncased,emotion,0.928,sequence_classification,3e-05,32,3.0,,2021-11-19T12:56:45.000Z,,2
milyiyo/minilm-finetuned-emotion,bert-base-uncased,emotion,,sequence_classification,,,,,2022-01-16T00:37:00.000Z,,2
osanseviero/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9225,sequence_classification,2e-05,64,2.0,,2023-04-04T05:56:42.000Z,,2
visolex/phobert-v2-hsd,roberta-base,visolex/vihsd,,sequence_classification,,,,,2026-01-05T15:52:38.000Z,,24
visolex/visobert-hsd,bert-base-uncased,visolex/vihsd,,sequence_classification,,,,,2026-01-05T15:54:00.000Z,,23
visolex/bartpho-hsd,,visolex/vihsd,,sequence_classification,,,,,2026-01-05T15:53:20.000Z,,11
visolex/sphobert-hsd,roberta-base,visolex/vihsd,,sequence_classification,,,,,2026-01-05T15:57:42.000Z,,6
visolex/xlm-r-hsd,roberta-base,visolex/vihsd,,sequence_classification,,,,,2026-01-05T15:55:38.000Z,,3
visolex/vihate-t5-hsd,,visolex/vihsd,,sequence_classification,,,,,2026-01-05T15:54:47.000Z,,3
visolex/mbert-hsd,bert-base-uncased,visolex/vihsd,,sequence_classification,,,,,2026-01-05T15:56:59.000Z,,3
visolex/roberta-gru-hsd,roberta-base,visolex/vihsd,,sequence_classification,,,,,2026-01-05T15:56:21.000Z,,3
visolex/textcnn-hsd,bert-base-uncased,visolex/vihsd,,sequence_classification,,,,,2026-01-05T15:58:21.000Z,,1
visolex/bilstm-hsd,bert-base-uncased,visolex/vihsd,,sequence_classification,,,,,2026-01-05T15:58:01.000Z,,1
visolex/phobert-v1-hsd,roberta-base,visolex/vihsd,,sequence_classification,,,,,2026-01-05T15:51:56.000Z,,1
cardiffnlp/twitter-roberta-base-sentiment-latest,roberta-base,tweet_eval,,sequence_classification,,,,,2025-08-04T07:58:29.000Z,,2373604
cardiffnlp/twitter-roberta-base-sentiment,roberta-base,tweet_eval,,sequence_classification,,,,,2023-01-20T09:52:13.000Z,,592934
cardiffnlp/twitter-roberta-base-irony,roberta-base,tweet_eval,,sequence_classification,,,,,2023-08-02T00:36:09.000Z,,23995
bardsai/twitter-sentiment-pl-base,bert-base-uncased,tweet_eval,,sequence_classification,,,,,2026-05-25T12:36:11.000Z,,1033
cardiffnlp/roberta-base-sentiment,roberta-base,tweet_eval,0.7086453923803321,sequence_classification,,,,,2022-12-02T17:54:41.000Z,,66
bardsai/twitter-sentiment-pl-fast,distilbert-base-uncased,tweet_eval,,sequence_classification,,,,,2026-05-25T15:12:35.000Z,,54
bardsai/twitter-emotion-pl-fast,distilbert-base-uncased,tweet_eval,,sequence_classification,,,,,2026-05-25T15:12:25.000Z,,53
bardsai/twitter-emotion-pl-base,bert-base-uncased,tweet_eval,,sequence_classification,,,,,2026-05-25T15:12:22.000Z,,45
Kapiche/twitter-roberta-base-sentiment,roberta-base,tweet_eval,,sequence_classification,,,,,2024-01-28T08:01:42.000Z,,31
wesleyacheng/twitter-emotion-classification-with-bert,distilbert-base-uncased,tweet_eval,,sequence_classification,,,,,2023-06-08T00:04:58.000Z,,29
austinmw/distilbert-base-uncased-finetuned-tweets-sentiment,distilbert-base-uncased,tweet_eval,0.7295,sequence_classification,2e-05,64,10.0,,2022-06-29T22:18:47.000Z,,27
cardiffnlp/twitter-roberta-base-2021-124m-sentiment,roberta-base,tweet_eval,0.7133669814392706,sequence_classification,,,,,2022-12-02T17:52:49.000Z,,27
Kapiche/twitter-roberta-base-sentiment-latest,roberta-base,tweet_eval,,sequence_classification,,,,,2023-09-04T22:49:50.000Z,,27
charlieoneill/distilbert-base-uncased-finetuned-tweet_eval-offensive,distilbert-base-uncased,tweet_eval,0.8089,sequence_classification,2e-05,64,2.0,,2022-05-01T03:36:21.000Z,,20
AK776161/birdseye_roberta-base-tweet-eval,roberta-base,tweet_eval,,sequence_classification,,,,,2023-05-11T20:55:17.000Z,,18
KoalaAI/OffensiveSpeechDetector,microsoft/deberta-base,tweet_eval,0.747,sequence_classification,,,,,2023-08-21T16:09:01.000Z,,14
aXhyra/hate_trained_42,distilbert-base-uncased,tweet_eval,,sequence_classification,2.7272339744854407e-05,16,4.0,,2021-12-12T12:46:30.000Z,,13
KoalaAI/HateSpeechDetector,microsoft/deberta-base,tweet_eval,0.763,sequence_classification,,,,,2023-08-21T16:11:54.000Z,,13
adorkin/xlm-roberta-en-ru-emoji,xlm-roberta-base,tweet_eval,,sequence_classification,,,,,2023-03-23T18:42:15.000Z,,12
aXhyra/hate_trained_final,distilbert-base-uncased,tweet_eval,,sequence_classification,5.460503761236833e-06,8,4.0,,2021-12-12T11:25:23.000Z,,10
aXhyra/presentation_hate_31415,distilbert-base-uncased,tweet_eval,,sequence_classification,5.436235805743952e-05,32,4.0,,2021-12-15T11:24:57.000Z,,9
aXhyra/test_hate_trained_test,distilbert-base-uncased,tweet_eval,,sequence_classification,5.257754679724796e-05,8,4.0,,2021-12-12T18:11:11.000Z,,9
cardiffnlp/twitter-roberta-base-2021-124m-hate,roberta-base,tweet_eval,0.5606060606060606,sequence_classification,,,,,2022-12-02T17:53:08.000Z,,9
aXhyra/presentation_hate_42,distilbert-base-uncased,tweet_eval,,sequence_classification,5.436235805743952e-05,32,4.0,,2021-12-15T11:18:17.000Z,,8
aXhyra/presentation_irony_42,distilbert-base-uncased,tweet_eval,,sequence_classification,5.1637764704815665e-05,32,4.0,,2021-12-15T10:10:19.000Z,,8
cardiffnlp/twitter-roberta-base-2021-124m-irony,roberta-base,tweet_eval,0.7857142857142857,sequence_classification,,,,,2022-12-02T17:51:32.000Z,,8
cardiffnlp/roberta-base-emotion,roberta-base,tweet_eval,0.8198451794510908,sequence_classification,,,,,2022-12-02T17:54:24.000Z,,8
aXhyra/demo_hate_1234567,distilbert-base-uncased,tweet_eval,,sequence_classification,7.320702985778492e-05,32,4.0,,2021-12-13T19:21:09.000Z,,7
aXhyra/demo_hate_31415,distilbert-base-uncased,tweet_eval,,sequence_classification,7.320702985778492e-05,32,4.0,,2021-12-13T19:15:19.000Z,,7
aXhyra/hate_trained_1234567,distilbert-base-uncased,tweet_eval,,sequence_classification,2.7272339744854407e-05,16,4.0,,2021-12-12T13:02:26.000Z,,7
aXhyra/hate_trained_31415,distilbert-base-uncased,tweet_eval,,sequence_classification,2.7272339744854407e-05,16,4.0,,2021-12-12T12:57:50.000Z,,7
deepgai/tweet_eval-sentiment-finetuned,microsoft/deberta-v2-xlarge,tweet_eval,0.744,sequence_classification,3e-05,128,4.0,,2022-05-09T10:46:47.000Z,,7
schoenml/bert-emotion,distilbert-base-uncased,tweet_eval,,sequence_classification,5e-05,4,3.0,,2022-05-23T15:19:45.000Z,,7
cardiffnlp/twitter-roberta-base-2021-124m-emotion,roberta-base,tweet_eval,0.8318085855031668,sequence_classification,,,,,2022-12-02T17:52:26.000Z,,7
cardiffnlp/roberta-base-offensive,roberta-base,tweet_eval,0.8441860465116279,sequence_classification,,,,,2022-12-02T17:53:44.000Z,,7
aXhyra/demo_hate_42,distilbert-base-uncased,tweet_eval,,sequence_classification,7.320702985778492e-05,32,4.0,,2021-12-13T19:09:34.000Z,,6
aXhyra/irony_trained_31415,distilbert-base-uncased,tweet_eval,,sequence_classification,2.6774391860025942e-05,4,4.0,,2021-12-12T12:17:08.000Z,,6
aXhyra/presentation_emotion_42,distilbert-base-uncased,tweet_eval,,sequence_classification,5.18796906442746e-05,8,4.0,,2021-12-15T10:36:30.000Z,,6
aXhyra/sentiment_trained,distilbert-base-uncased,tweet_eval,,sequence_classification,1.2140338797769864e-05,4,4.0,,2021-12-11T15:01:36.000Z,,6
elozano/tweet_emotion_eval,roberta-base,tweet_eval,,sequence_classification,,,,,2022-02-07T18:04:47.000Z,,6
elozano/tweet_offensive_eval,roberta-base,tweet_eval,,sequence_classification,,,,,2022-02-07T17:59:03.000Z,,6
elozano/tweet_sentiment_eval,roberta-base,tweet_eval,,sequence_classification,,,,,2022-02-07T17:50:59.000Z,,6
umangchaudhry/bert-emotion,distilbert-base-uncased,tweet_eval,,sequence_classification,5e-05,4,3.0,,2022-05-20T16:56:12.000Z,,6
cardiffnlp/twitter-roberta-base-dec2021-offensive,roberta-base,tweet_eval,0.8627906976744186,sequence_classification,,,,,2022-12-02T17:49:58.000Z,,6
TransferGraph/fabriceyhc_bert-base-uncased-imdb-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.5775,sequence_classification,0.0004,32,4.0,,2024-02-29T12:52:12.000Z,,6
aXhyra/demo_emotion_42,distilbert-base-uncased,tweet_eval,,sequence_classification,7.551070618629693e-05,16,4.0,,2021-12-13T18:13:57.000Z,,5
aXhyra/emotion_trained_1234567,distilbert-base-uncased,tweet_eval,,sequence_classification,6.961635072722524e-05,16,4.0,,2021-12-12T13:19:19.000Z,,5
aXhyra/emotion_trained_42,distilbert-base-uncased,tweet_eval,,sequence_classification,6.961635072722524e-05,16,4.0,,2021-12-12T13:11:11.000Z,,5
aXhyra/presentation_emotion_31415,distilbert-base-uncased,tweet_eval,,sequence_classification,5.18796906442746e-05,8,4.0,,2021-12-15T10:41:54.000Z,,5
aXhyra/presentation_hate_1234567,distilbert-base-uncased,tweet_eval,,sequence_classification,5.436235805743952e-05,32,4.0,,2021-12-15T11:31:02.000Z,,5
aXhyra/presentation_irony_1234567,distilbert-base-uncased,tweet_eval,,sequence_classification,5.1637764704815665e-05,32,4.0,,2021-12-15T10:18:37.000Z,,5
aXhyra/presentation_sentiment_42,distilbert-base-uncased,tweet_eval,,sequence_classification,6.923967812567773e-06,16,4.0,,2021-12-15T13:28:22.000Z,,5
aXhyra/sentiment_trained_42,distilbert-base-uncased,tweet_eval,,sequence_classification,1.2140338797769864e-05,4,4.0,,2021-12-11T21:29:18.000Z,,5
marcolatella/emotion_trained,distilbert-base-uncased,tweet_eval,,sequence_classification,6.961635072722524e-05,16,4.0,,2021-12-10T23:23:20.000Z,,5
marcolatella/irony_trained,distilbert-base-uncased,tweet_eval,,sequence_classification,2.6375567293432486e-05,4,4.0,,2021-12-10T23:03:44.000Z,,5
philschmid/DistilBERT-tweet-eval-emotion,distilbert-base-uncased,tweet_eval,0.8057705840957072,sequence_classification,,,,,2021-10-07T13:19:01.000Z,,5
cardiffnlp/twitter-roberta-base-2021-124m-offensive,roberta-base,tweet_eval,0.858139534883721,sequence_classification,,,,,2022-12-02T17:51:50.000Z,,5
muhtasham/medium-mlm-tweet-target-tweet,bert-base-uncased,tweet_eval,0.7594,sequence_classification,3e-05,32,200.0,,2022-12-11T07:30:40.000Z,,5
Timothy1337/finetuning-sentiment-all_df,distilbert-base-uncased,tweet_eval,0.7683,sequence_classification,2e-05,16,2.0,,2023-02-06T04:31:33.000Z,,5
cnicu/tweet_emotions_classifier,distilbert-base-uncased,tweet_eval,0.7914,sequence_classification,2e-05,8,2.0,,2023-03-29T09:06:09.000Z,,5
TransferGraph/Anthos23_FS-distilroberta-fine-tuned-finetuned-lora-tweet_eval_irony,,tweet_eval,0.7037,sequence_classification,0.0005,32,8.0,,2024-02-29T13:28:48.000Z,,5
TransferGraph/bert-large-uncased-finetuned-lora-tweet_eval_hate,,tweet_eval,0.754,sequence_classification,0.0004,32,4.0,,2024-02-29T13:52:15.000Z,,5
aXhyra/demo_emotion_1234567,distilbert-base-uncased,tweet_eval,,sequence_classification,7.551070618629693e-05,16,4.0,,2021-12-13T18:21:16.000Z,,4
aXhyra/demo_irony_1234567,distilbert-base-uncased,tweet_eval,,sequence_classification,2.7735294032820418e-05,8,4.0,,2021-12-13T17:57:42.000Z,,4
aXhyra/demo_irony_42,distilbert-base-uncased,tweet_eval,,sequence_classification,2.7735294032820418e-05,8,4.0,,2021-12-13T17:51:38.000Z,,4
aXhyra/demo_sentiment_31415,distilbert-base-uncased,tweet_eval,,sequence_classification,8.62486660723695e-06,64,4.0,,2021-12-13T22:54:14.000Z,,4
aXhyra/demo_sentiment_42,distilbert-base-uncased,tweet_eval,,sequence_classification,8.62486660723695e-06,64,4.0,,2021-12-13T22:41:49.000Z,,4
aXhyra/irony_trained_42,distilbert-base-uncased,tweet_eval,,sequence_classification,2.6774391860025942e-05,4,4.0,,2021-12-12T12:10:39.000Z,,4
aXhyra/irony_trained_final,distilbert-base-uncased,tweet_eval,,sequence_classification,4.842398023893579e-05,4,4.0,,2021-12-12T10:28:16.000Z,,4
aXhyra/presentation_irony_31415,distilbert-base-uncased,tweet_eval,,sequence_classification,5.1637764704815665e-05,32,4.0,,2021-12-15T10:14:53.000Z,,4
aXhyra/presentation_sentiment_31415,distilbert-base-uncased,tweet_eval,,sequence_classification,7.2792011721188e-06,4,4.0,,2021-12-14T22:46:29.000Z,,4
aXhyra/sentiment_trained_1234567,distilbert-base-uncased,tweet_eval,,sequence_classification,1.2140338797769864e-05,4,4.0,,2021-12-11T22:29:06.000Z,,4
aXhyra/test_irony_trained_test,distilbert-base-uncased,tweet_eval,,sequence_classification,9.207906329883037e-05,8,4.0,,2021-12-12T17:02:51.000Z,,4
marcolatella/hate_trained,distilbert-base-uncased,tweet_eval,,sequence_classification,2.7272339744854407e-05,16,4.0,,2021-12-11T00:02:24.000Z,,4
apetulante/bert-emotion,distilbert-base-uncased,tweet_eval,,sequence_classification,5e-05,4,3.0,,2023-05-30T02:51:02.000Z,,4
coreybrady/bert-emotion,distilbert-base-uncased,tweet_eval,,sequence_classification,5e-05,4,3.0,,2022-05-23T15:16:26.000Z,,4
cardiffnlp/twitter-roberta-base-dec2021-irony,roberta-base,tweet_eval,0.7831632653061225,sequence_classification,,,,,2022-12-02T17:49:35.000Z,,4
cardiffnlp/twitter-roberta-base-dec2021-hate,roberta-base,tweet_eval,0.5666666666666667,sequence_classification,,,,,2022-12-02T17:51:14.000Z,,4
muhtasham/medium-mlm-imdb-target-tweet,bert-base-uncased,tweet_eval,0.762,sequence_classification,3e-05,32,200.0,,2022-12-11T07:10:48.000Z,,4
jnieus01/bert-emotion,distilbert-base-uncased,tweet_eval,,sequence_classification,5e-05,4,3.0,,2023-01-05T19:59:29.000Z,,4
loresiensis/distilbert_classificator,distilbert-base-uncased,tweet_eval,0.791,sequence_classification,5e-05,8,3.0,,2023-02-01T15:17:39.000Z,,4
wesleyacheng/angry-birds-classifier,distilbert-base-uncased,tweet_eval,,sequence_classification,,,,,2023-07-06T19:34:39.000Z,,4
barbieheimer/MND_TweetEvalBert_model,bert-base-uncased,tweet_eval,,sequence_classification,2e-05,16,5.0,,2023-08-22T12:40:58.000Z,,4
Priyanka-Balivada/bert-3-epoch-sentiment,bert-base-uncased,tweet_eval,0.6746,sequence_classification,2e-05,16,3.0,,2024-02-19T15:20:18.000Z,,4
TingTing0104/distilbert-base-uncased-finetuned-tweet_hate,distilbert-base-uncased,tweet_eval,0.77,sequence_classification,2e-05,32,5.0,,2023-12-27T05:20:28.000Z,,4
TransferGraph/JonatanGk_roberta-base-bne-finetuned-cyberbullying-spanish-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6,sequence_classification,0.0005,32,8.0,,2024-02-29T13:27:34.000Z,,4
TransferGraph/oferweintraub_bert-base-finance-sentiment-noisy-search-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6576,sequence_classification,0.0005,32,8.0,,2024-02-29T13:31:17.000Z,,4
TransferGraph/oferweintraub_bert-base-finance-sentiment-noisy-search-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.7032,sequence_classification,0.0004,32,4.0,,2024-02-29T12:49:27.000Z,,4
TransferGraph/Jeevesh8_bert_ft_cola-88-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.7032,sequence_classification,0.0004,32,4.0,,2024-02-29T12:52:07.000Z,,4
TransferGraph/Giyaseddin_distilroberta-base-finetuned-short-answer-assessment-finetuned-lora-tweet_eval_hate,,tweet_eval,0.74,sequence_classification,0.0004,32,4.0,,2024-02-29T13:42:49.000Z,,4
TransferGraph/connectivity_bert_ft_qqp-1-finetuned-lora-tweet_eval_hate,,tweet_eval,0.742,sequence_classification,0.0004,32,4.0,,2024-02-29T13:48:21.000Z,,4
Impulse2000/sentiment-transformer,,tweet_eval,,sequence_classification,,,,,2026-04-09T05:29:35.000Z,,4
aXhyra/demo_emotion_31415,distilbert-base-uncased,tweet_eval,,sequence_classification,7.551070618629693e-05,16,4.0,,2021-12-13T18:17:16.000Z,,3
aXhyra/demo_sentiment_1234567,distilbert-base-uncased,tweet_eval,,sequence_classification,8.62486660723695e-06,64,4.0,,2021-12-13T23:06:38.000Z,,3
aXhyra/emotion_trained_31415,distilbert-base-uncased,tweet_eval,,sequence_classification,6.961635072722524e-05,16,4.0,,2021-12-12T13:14:50.000Z,,3
aXhyra/emotion_trained_final,distilbert-base-uncased,tweet_eval,,sequence_classification,1.502523631581398e-05,4,4.0,,2021-12-12T10:50:02.000Z,,3
aXhyra/irony_trained,distilbert-base-uncased,tweet_eval,,sequence_classification,2.6774391860025942e-05,4,4.0,,2021-12-10T21:49:28.000Z,,3
aXhyra/irony_trained_1234567,distilbert-base-uncased,tweet_eval,,sequence_classification,2.6774391860025942e-05,4,4.0,,2021-12-12T12:22:43.000Z,,3
aXhyra/sentiment_trained_31415,distilbert-base-uncased,tweet_eval,,sequence_classification,1.2140338797769864e-05,4,4.0,,2021-12-11T21:59:51.000Z,,3
aXhyra/test_emotion_trained_test,distilbert-base-uncased,tweet_eval,,sequence_classification,2.458132814624325e-05,64,4.0,,2021-12-12T17:23:27.000Z,,3
marcolatella/Hps_seed1,distilbert-base-uncased,tweet_eval,,sequence_classification,2.6525359309081455e-05,32,5.0,,2021-12-10T00:59:04.000Z,,3
marcolatella/hate_trained_1234567,distilbert-base-uncased,tweet_eval,,sequence_classification,2.7272339744854407e-05,16,4.0,,2021-12-11T20:59:59.000Z,,3
marcolatella/hate_trained_42,distilbert-base-uncased,tweet_eval,,sequence_classification,2.7272339744854407e-05,16,4.0,,2021-12-11T20:38:02.000Z,,3
marcolatella/prova_Classi2,distilbert-base-uncased,tweet_eval,,sequence_classification,0.002739353542073378,32,1.0,,2021-12-10T16:37:19.000Z,,3
marcolatella/tweet_eval_bench,distilbert-base-uncased,tweet_eval,0.716,sequence_classification,0.00013441028267541125,32,5.0,,2021-12-09T18:23:38.000Z,,3
philschmid/BERT-tweet-eval-emotion,bert-base-uncased,tweet_eval,0.8099929627023223,sequence_classification,,,,,2021-10-07T13:19:11.000Z,,3
pietrotrope/hate_trained,distilbert-base-uncased,tweet_eval,,sequence_classification,9.303025140957233e-06,4,4.0,,2021-12-11T01:00:50.000Z,,3
selimsametoglu/selims,bert-base-uncased,tweet_eval,,sequence_classification,5e-05,8,3.0,,2022-03-21T11:01:59.000Z,,3
tamarab/bert-emotion,distilbert-base-uncased,tweet_eval,,sequence_classification,5e-05,4,3.0,,2022-05-20T19:12:14.000Z,,3
ShoneRan/bert-emotion,distilbert-base-uncased,tweet_eval,,sequence_classification,5e-05,4,3.0,,2022-06-02T05:15:37.000Z,,3
Tomas23/twitter-roberta-base-mar2022-finetuned-emotion,roberta-base,tweet_eval,0.8191,sequence_classification,2e-05,32,2.0,,2022-07-19T09:48:08.000Z,,3
bharadwajkg/finetuning-cardiffnlp-twitter-roberta-base-sentiment,roberta-base,tweet_eval,0.7433,sequence_classification,2e-05,16,2.0,,2022-10-04T12:28:23.000Z,,3
gvin/testmodel,distilbert-base-uncased,tweet_eval,0.697,sequence_classification,2e-05,16,2.0,,2022-10-11T12:08:00.000Z,,3
andersab/tweet_model_sentiment_andersab,distilbert-base-uncased,tweet_eval,,sequence_classification,2e-05,16,20.0,,2022-11-11T20:49:57.000Z,,3
cardiffnlp/twitter-roberta-base-dec2021-emotion,roberta-base,tweet_eval,0.8451794510907812,sequence_classification,,,,,2022-12-02T17:50:35.000Z,,3
cardiffnlp/twitter-roberta-base-dec2021-sentiment,roberta-base,tweet_eval,0.7128785411917942,sequence_classification,,,,,2022-12-02T17:50:53.000Z,,3
cardiffnlp/roberta-base-emoji,roberta-base,tweet_eval,0.46048,sequence_classification,,,,,2022-12-02T17:54:06.000Z,,3
gabella/bert-emotion,distilbert-base-uncased,tweet_eval,,sequence_classification,5e-05,4,3.0,,2023-01-11T16:51:12.000Z,,3
